TeamName,Conference,PlayoffRank,SEASON,W_PCT,PLUS_MINUS,FG_PCT,FG3_PCT,FT_PCT,AST,REB,TOV,STL,BLK,AllStar_count,Finals_Appearances_Last5,ChampionNumber,Label
Celtics,East,4,2012,0.591,166.0,0.46,0.367,0.778,1557,2560,979.0,498,362,2,2,17,0
Grizzlies,West,4,2012,0.621,133.0,0.447,0.326,0.759,1290,2775,955.0,631,345,1,0,0,0
Hawks,East,5,2012,0.606,227.0,0.454,0.37,0.74,1481,2718,921.0,536,303,0,0,1,0
Clippers,West,5,2012,0.606,169.0,0.455,0.357,0.68,1385,2743,879.0,556,315,2,0,0,0
Nuggets,West,6,2012,0.576,190.0,0.476,0.332,0.735,1581,2843,1015.0,540,330,0,0,0,0
Magic,East,6,2012,0.561,52.0,0.441,0.375,0.66,1321,2802,984.0,451,275,1,1,0,0
Mavericks,West,7,2012,0.545,63.0,0.443,0.339,0.771,1380,2822,926.0,565,337,1,1,1,0
Knicks,East,7,2012,0.545,211.0,0.443,0.336,0.741,1328,2755,1056.0,622,276,1,0,2,0
Jazz,West,8,2012,0.545,41.0,0.456,0.323,0.754,1439,2916,936.0,545,385,0,0,0,0
76ers,East,8,2012,0.53,280.0,0.448,0.362,0.742,1453,2848,738.0,526,340,1,0,3,0
Heat,East,1,2013,0.805,645.0,0.496,0.396,0.754,1890,3166,1143.0,710,441,3,2,2,1
Thunder,West,1,2013,0.732,755.0,0.481,0.377,0.828,1753,3579,1253.0,679,624,2,1,1,0
Spurs,West,2,2013,0.707,525.0,0.481,0.376,0.791,2058,3387,1206.0,695,446,2,0,4,0
Knicks,East,2,2013,0.659,347.0,0.448,0.376,0.759,1579,3326,988.0,672,294,2,0,2,0
Nuggets,West,3,2013,0.695,417.0,0.478,0.343,0.701,2002,3693,1253.0,762,533,0,0,0,0
Pacers,East,3,2013,0.605,326.0,0.436,0.347,0.746,1645,3714,1227.0,580,513,1,0,0,0
Clippers,West,4,2013,0.683,529.0,0.478,0.358,0.711,1958,3413,1197.0,784,461,2,0,0,0
Nets,East,4,2013,0.598,146.0,0.45,0.357,0.731,1668,3507,1206.0,599,391,1,0,0,0
Bulls,East,5,2013,0.549,26.0,0.437,0.353,0.773,1886,3540,1171.0,588,417,2,0,6,0
Grizzlies,West,5,2013,0.683,340.0,0.444,0.345,0.773,1715,3504,1144.0,703,436,1,0,0,0
Warriors,West,6,2013,0.573,73.0,0.458,0.403,0.79,1845,3686,1236.0,567,346,1,0,3,0
Hawks,East,6,2013,0.537,33.0,0.464,0.371,0.715,2007,3351,1219.0,664,369,0,0,1,0
Lakers,West,7,2013,0.549,95.0,0.458,0.355,0.692,1818,3674,1232.0,576,429,2,3,16,0
Celtics,East,7,2013,0.506,-18.0,0.465,0.358,0.776,1843,3187,1181.0,667,365,1,2,17,0
Bucks,East,8,2013,0.463,-123.0,0.435,0.36,0.736,1876,3605,1156.0,685,550,0,0,1,0
Rockets,West,8,2013,0.549,285.0,0.461,0.366,0.754,1902,3561,1348.0,679,359,1,0,2,0
Pacers,East,1,2014,0.683,361.0,0.449,0.357,0.779,1651,3665,1237.0,550,446,2,0,0,0
Spurs,West,1,2014,0.756,633.0,0.486,0.397,0.785,2064,3548,1180.0,604,420,1,1,4,1
Thunder,West,2,2014,0.72,520.0,0.471,0.361,0.806,1794,3668,1256.0,678,501,1,1,1,0
Heat,East,2,2014,0.659,390.0,0.501,0.364,0.76,1847,3024,1212.0,732,367,3,3,3,0
Raptors,East,3,2014,0.585,266.0,0.445,0.372,0.782,1737,3487,1159.0,577,343,1,0,0,0
Clippers,West,3,2014,0.695,572.0,0.474,0.352,0.73,2016,3526,1136.0,703,397,2,0,0,0
Bulls,East,4,2014,0.585,152.0,0.432,0.348,0.779,1860,3620,1223.0,594,424,1,0,6,0
Rockets,West,4,2014,0.659,374.0,0.472,0.358,0.712,1755,3717,1323.0,621,461,2,0,2,0
Trail Blazers,West,5,2014,0.659,327.0,0.45,0.372,0.815,1904,3808,1125.0,454,387,2,0,1,0
Wizards,East,5,2014,0.537,104.0,0.459,0.38,0.731,1909,3459,1204.0,668,377,1,0,1,0
Nets,East,6,2014,0.537,-82.0,0.459,0.369,0.753,1714,3128,1191.0,705,311,1,0,0,0
Warriors,West,6,2014,0.622,394.0,0.462,0.38,0.753,1912,3715,1247.0,642,407,1,0,3,0
Grizzlies,West,7,2014,0.61,129.0,0.464,0.353,0.741,1792,3476,1124.0,631,375,0,0,0,0
Bobcats,East,7,2014,0.524,-18.0,0.442,0.351,0.737,1778,3500,1010.0,499,421,0,0,0,0
Hawks,East,8,2014,0.463,-39.0,0.458,0.363,0.781,2041,3278,1251.0,680,326,1,0,1,0
Mavericks,West,8,2014,0.598,197.0,0.474,0.384,0.795,1935,3354,1110.0,704,356,1,1,1,0
Warriors,West,1,2015,0.817,828.0,0.478,0.398,0.768,2248,3667,1185.0,762,496,2,0,3,1
Hawks,East,1,2015,0.732,445.0,0.466,0.38,0.778,2111,3326,1167.0,744,380,4,0,1,0
Cavaliers,East,2,2015,0.646,367.0,0.458,0.367,0.751,1814,3523,1171.0,603,340,2,0,0,0
Rockets,West,2,2015,0.683,282.0,0.444,0.348,0.715,1820,3582,1366.0,777,407,1,0,2,0
Bulls,East,3,2015,0.61,246.0,0.442,0.353,0.783,1781,3751,1145.0,514,476,2,0,6,0
Clippers,West,3,2015,0.683,540.0,0.473,0.376,0.71,2031,3495,1012.0,640,409,1,0,0,0
Raptors,East,4,2015,0.598,252.0,0.455,0.352,0.787,1701,3407,1057.0,615,357,1,0,0,0
Trail Blazers,West,4,2015,0.622,347.0,0.45,0.362,0.801,1799,3760,1117.0,525,372,2,0,1,0
Wizards,East,5,2015,0.561,59.0,0.462,0.36,0.742,1969,3663,1233.0,601,378,1,0,1,0
Grizzlies,West,5,2015,0.671,266.0,0.458,0.339,0.773,1777,3490,1094.0,700,347,1,0,0,0
Bucks,East,6,2015,0.5,35.0,0.459,0.363,0.757,1932,3450,1373.0,789,403,0,0,1,0
Spurs,West,6,2015,0.671,508.0,0.468,0.367,0.78,2000,3578,1146.0,657,444,1,2,5,0
Mavericks,West,7,2015,0.61,238.0,0.463,0.352,0.752,1846,3466,1062.0,663,371,1,1,1,0
Celtics,East,7,2015,0.488,13.0,0.443,0.327,0.754,2009,3595,1133.0,674,294,0,1,17,0
Pelicans,West,8,2015,0.549,65.0,0.457,0.37,0.751,1806,3563,1087.0,553,510,0,0,0,0
Nets,East,8,2015,0.463,-236.0,0.451,0.331,0.748,1716,3473,1133.0,576,340,0,0,0,0
Cavaliers,East,1,2016,0.695,492.0,0.46,0.362,0.748,1861,3650,1114.0,551,317,1,1,0,1
Warriors,West,1,2016,0.89,882.0,0.487,0.416,0.763,2373,3788,1245.0,689,498,3,1,4,0
Raptors,East,2,2016,0.683,369.0,0.451,0.37,0.777,1536,3560,1073.0,636,449,2,0,0,0
Spurs,West,2,2016,0.817,872.0,0.484,0.375,0.803,2010,3601,1071.0,677,485,2,2,5,0
Heat,East,3,2016,0.585,135.0,0.47,0.336,0.744,1709,3618,1155.0,553,531,1,4,3,0
Thunder,West,3,2016,0.671,597.0,0.476,0.349,0.782,1883,3987,1305.0,603,487,2,1,1,0
Hawks,East,4,2016,0.585,296.0,0.458,0.35,0.783,2100,3451,1226.0,747,486,2,0,1,0
Clippers,West,4,2016,0.646,351.0,0.465,0.364,0.692,1873,3448,1063.0,709,460,1,0,0,0
Celtics,East,5,2016,0.585,263.0,0.439,0.335,0.788,1981,3683,1127.0,752,348,1,0,17,0
Trail Blazers,West,5,2016,0.537,68.0,0.45,0.37,0.754,1748,3730,1200.0,562,380,0,0,1,0
Mavericks,West,6,2016,0.512,-25.0,0.444,0.344,0.794,1813,3532,1047.0,560,306,0,1,1,0
Hornets,East,6,2016,0.585,223.0,0.439,0.362,0.79,1778,3603,1029.0,595,438,0,0,0,0
Pacers,East,7,2016,0.549,140.0,0.45,0.351,0.764,1741,3626,1219.0,742,391,1,0,0,0
Grizzlies,West,7,2016,0.512,-184.0,0.44,0.331,0.783,1697,3413,1090.0,724,350,0,0,0,0
Rockets,West,8,2016,0.5,16.0,0.452,0.347,0.694,1821,3531,1307.0,821,430,1,0,2,0
Pistons,East,8,2016,0.537,50.0,0.439,0.345,0.668,1594,3798,1110.0,573,304,1,0,3,0
Celtics,East,1,2017,0.646,216.0,0.454,0.359,0.807,2069,3441,1088.0,617,340,1,0,17,0
Warriors,West,1,2017,0.817,954.0,0.495,0.383,0.788,2491,3643,1211.0,785,555,4,2,4,1
Spurs,West,2,2017,0.744,590.0,0.469,0.391,0.797,1954,3598,1101.0,655,484,1,2,5,0
Cavaliers,East,2,2017,0.622,261.0,0.47,0.384,0.748,1858,3587,1121.0,539,327,2,2,1,0
Rockets,West,3,2017,0.671,473.0,0.462,0.357,0.766,2070,3638,1240.0,670,352,1,0,2,0
Raptors,East,3,2017,0.622,345.0,0.464,0.363,0.796,1517,3547,1041.0,677,400,2,0,0,0
Clippers,West,4,2017,0.622,352.0,0.475,0.375,0.745,1848,3528,1062.0,612,347,1,0,0,0
Wizards,East,4,2017,0.598,148.0,0.475,0.372,0.784,1956,3514,1162.0,693,336,1,0,1,0
Jazz,West,5,2017,0.622,323.0,0.466,0.372,0.747,1651,3545,1118.0,550,410,1,0,0,0
Hawks,East,5,2017,0.524,-70.0,0.451,0.341,0.728,1938,3635,1294.0,672,397,1,0,1,0
Thunder,West,6,2017,0.573,62.0,0.452,0.327,0.745,1721,3823,1230.0,648,408,1,1,1,0
Bucks,East,6,2017,0.512,-15.0,0.474,0.37,0.768,1984,3312,1145.0,666,436,1,0,1,0
Pacers,East,7,2017,0.512,-18.0,0.465,0.376,0.81,1844,3444,1130.0,669,409,1,0,0,0
Grizzlies,West,7,2017,0.524,40.0,0.435,0.354,0.784,1744,3507,1059.0,653,344,1,0,0,0
Trail Blazers,West,8,2017,0.5,-43.0,0.459,0.375,0.78,1733,3580,1126.0,574,408,0,0,1,0
Bulls,East,8,2017,0.5,35.0,0.444,0.34,0.798,1851,3796,1112.0,643,393,1,0,6,0
Raptors,East,1,2018,0.72,638.0,0.472,0.358,0.794,1995,3607,1095.0,626,500,2,0,0,0
Rockets,West,1,2018,0.793,695.0,0.46,0.362,0.781,1767,3564,1135.0,699,392,1,0,2,0
Warriors,West,2,2018,0.707,490.0,0.503,0.391,0.815,2402,3568,1265.0,656,612,4,3,5,1
Celtics,East,2,2018,0.671,294.0,0.45,0.377,0.771,1842,3645,1148.0,604,373,2,0,17,0
76ers,East,3,2018,0.634,369.0,0.472,0.369,0.752,2221,3889,1353.0,682,420,1,0,3,0
Trail Blazers,West,3,2018,0.598,213.0,0.452,0.366,0.8,1599,3728,1109.0,573,423,1,0,1,0
Cavaliers,East,4,2018,0.61,77.0,0.476,0.372,0.779,1916,3455,1126.0,582,312,1,3,1,0
Thunder,West,4,2018,0.585,280.0,0.453,0.354,0.716,1750,3695,1147.0,743,412,2,0,1,0
Jazz,West,5,2018,0.585,353.0,0.462,0.366,0.779,1839,3547,1205.0,708,420,0,0,0,0
Pacers,East,5,2018,0.585,113.0,0.472,0.369,0.779,1819,3472,1088.0,721,340,1,0,0,0
Pelicans,West,6,2018,0.585,107.0,0.483,0.362,0.772,2195,3635,1223.0,657,485,1,0,0,0
Heat,East,6,2018,0.537,39.0,0.455,0.36,0.755,1862,3564,1178.0,620,437,1,2,3,0
Bucks,East,7,2018,0.537,-25.0,0.478,0.355,0.783,1905,3267,1135.0,722,443,1,0,1,0
Spurs,West,7,2018,0.573,237.0,0.457,0.352,0.772,1868,3626,1078.0,628,460,1,2,5,0
Timberwolves,West,8,2018,0.573,183.0,0.476,0.357,0.804,1861,3441,1021.0,689,345,1,0,0,0
Wizards,East,8,2018,0.524,48.0,0.467,0.375,0.772,2065,3536,1196.0,645,353,1,0,1,0
Bucks,East,1,2019,0.732,727.0,0.476,0.353,0.773,2136,4078,1137.0,615,486,2,0,1,0
Warriors,West,1,2019,0.695,530.0,0.491,0.385,0.801,2413,3787,1169.0,625,525,3,4,6,0
Nuggets,West,2,2019,0.659,324.0,0.466,0.351,0.755,2245,3804,1102.0,634,363,1,0,0,0
Raptors,East,2,2019,0.707,499.0,0.474,0.366,0.804,2085,3706,1150.0,680,437,2,0,0,1
76ers,East,3,2019,0.622,221.0,0.471,0.359,0.771,2207,3917,1223.0,606,432,2,0,3,0
Trail Blazers,West,3,2019,0.646,344.0,0.467,0.359,0.814,1887,3935,1135.0,546,413,1,0,1,0
Celtics,East,4,2019,0.598,364.0,0.465,0.365,0.802,2155,3653,1052.0,706,435,1,0,17,0
Rockets,West,4,2019,0.646,391.0,0.449,0.356,0.791,1741,3449,1094.0,700,405,1,0,2,0
Jazz,West,5,2019,0.61,431.0,0.468,0.356,0.736,2133,3801,1240.0,663,483,0,0,0,0
Pacers,East,5,2019,0.585,273.0,0.475,0.374,0.752,2128,3528,1122.0,713,404,0,0,0,0
Nets,East,6,2019,0.512,-6.0,0.449,0.353,0.745,1954,3819,1236.0,539,339,1,0,0,0
Thunder,West,6,2019,0.598,279.0,0.454,0.348,0.713,1917,3942,1145.0,766,425,2,0,1,0
Spurs,West,7,2019,0.585,138.0,0.478,0.392,0.819,2013,3667,992.0,501,386,1,1,5,0
Magic,East,7,2019,0.512,58.0,0.454,0.356,0.782,2095,3724,1082.0,543,445,1,0,0,0
Pistons,East,8,2019,0.5,-20.0,0.44,0.348,0.747,1845,3688,1135.0,569,331,1,0,3,0
Clippers,West,8,2019,0.585,70.0,0.471,0.388,0.792,1970,3732,1193.0,561,385,0,0,0,0
Bucks,East,1,2020,0.767,736.0,0.476,0.355,0.742,1889,3774,1102.0,526,429,2,0,1,0
Lakers,West,1,2020,0.732,411.0,0.48,0.349,0.729,1803,3247,1077.0,612,468,2,0,16,1
Raptors,East,2,2020,0.736,449.0,0.458,0.374,0.796,1816,3268,1067.0,636,358,2,1,1,0
Clippers,West,2,2020,0.681,464.0,0.466,0.371,0.791,1708,3431,1051.0,511,338,1,0,0,0
Nuggets,West,3,2020,0.63,154.0,0.473,0.359,0.777,1952,3222,1005.0,586,337,1,0,0,0
Celtics,East,3,2020,0.667,454.0,0.461,0.364,0.801,1655,3317,995.0,595,406,2,0,17,0
Rockets,West,4,2020,0.611,213.0,0.451,0.345,0.791,1557,3188,1057.0,627,371,2,0,2,0
Pacers,East,4,2020,0.616,143.0,0.476,0.363,0.787,1888,3125,967.0,543,376,1,0,0,0
Heat,East,5,2020,0.603,215.0,0.468,0.379,0.783,1892,3239,1088.0,547,332,2,0,3,0
Thunder,West,5,2020,0.611,143.0,0.468,0.355,0.796,1562,3088,986.0,550,353,1,0,1,0
Jazz,West,6,2020,0.611,178.0,0.471,0.38,0.779,1615,3233,1089.0,438,292,2,0,0,0
76ers,East,6,2020,0.589,174.0,0.468,0.368,0.755,1884,3317,1037.0,586,389,2,0,3,0
Mavericks,West,7,2020,0.573,371.0,0.461,0.367,0.779,1849,3520,953.0,460,363,1,0,1,0
Nets,East,7,2020,0.486,-41.0,0.448,0.343,0.745,1761,3449,1099.0,464,323,0,0,0,0
Trail Blazers,West,8,2020,0.473,-85.0,0.463,0.377,0.804,1525,3353,946.0,465,451,0,0,1,0
Magic,East,8,2020,0.452,-74.0,0.444,0.343,0.774,1747,3249,937.0,599,396,0,0,0,0
76ers,East,1,2021,0.681,402.0,0.476,0.374,0.767,1706,3244,1040.0,655,447,0,0,3,0
Jazz,West,1,2021,0.722,666.0,0.468,0.389,0.799,1703,3474,1023.0,474,371,3,0,0,0
Nets,East,2,2021,0.667,324.0,0.494,0.392,0.804,1929,3199,975.0,484,379,2,0,0,0
Suns,West,2,2021,0.708,419.0,0.49,0.378,0.834,1939,3092,902.0,517,312,1,0,0,0
Nuggets,West,3,2021,0.653,355.0,0.485,0.377,0.803,1933,3200,972.0,582,323,1,0,0,0
Bucks,East,3,2021,0.639,424.0,0.487,0.389,0.76,1834,3465,995.0,585,334,1,0,1,1
Clippers,West,4,2021,0.653,445.0,0.482,0.411,0.839,1756,3179,949.0,509,295,2,0,0,0
Knicks,East,4,2021,0.569,166.0,0.456,0.392,0.784,1541,3250,932.0,507,365,1,0,2,0
Hawks,East,5,2021,0.569,167.0,0.468,0.373,0.812,1737,3285,953.0,503,342,0,0,1,0
Mavericks,West,5,2021,0.583,163.0,0.47,0.362,0.778,1647,3120,869.0,450,311,1,0,1,0
Heat,East,6,2021,0.556,2.0,0.468,0.358,0.79,1895,2988,1013.0,569,286,0,1,3,0
Trail Blazers,West,6,2021,0.583,129.0,0.453,0.385,0.823,1531,3207,799.0,496,363,1,0,1,0
Celtics,East,7,2021,0.5,105.0,0.466,0.374,0.775,1689,3186,1012.0,556,383,2,0,17,0
Lakers,West,7,2021,0.583,201.0,0.472,0.354,0.739,1775,3185,1095.0,562,386,1,1,17,0
Grizzlies,West,8,2021,0.528,74.0,0.467,0.356,0.771,1938,3346,957.0,655,364,0,0,0,0
Wizards,East,8,2021,0.472,-132.0,0.475,0.351,0.769,1835,3254,1036.0,528,297,1,0,1,0
Heat,East,1,2022,0.646,365.0,0.467,0.379,0.808,2090,3585,1194.0,606,265,1,1,3,0
Suns,West,1,2022,0.78,615.0,0.485,0.364,0.797,2244,3714,1060.0,702,359,2,1,0,0
Celtics,East,2,2022,0.622,597.0,0.466,0.356,0.816,2036,3778,1118.0,591,478,1,0,17,0
Grizzlies,West,2,2022,0.683,466.0,0.461,0.353,0.734,2131,4032,1082.0,800,533,1,0,0,0
Bucks,East,3,2022,0.622,275.0,0.468,0.366,0.776,1960,3830,1100.0,623,326,2,1,2,0
Warriors,West,3,2022,0.646,454.0,0.469,0.364,0.769,2223,3730,1221.0,719,372,2,3,6,1
76ers,East,4,2022,0.622,214.0,0.466,0.364,0.821,1945,3470,1027.0,633,435,1,0,3,0
Mavericks,West,4,2022,0.634,271.0,0.461,0.35,0.771,1918,3528,1025.0,552,325,1,0,1,0
Jazz,West,5,2022,0.598,495.0,0.471,0.36,0.767,1836,3800,1148.0,588,402,1,0,0,0
Raptors,East,5,2022,0.585,188.0,0.445,0.349,0.759,1809,3717,1021.0,738,376,1,1,1,0
Nuggets,West,6,2022,0.585,189.0,0.483,0.353,0.795,2279,3617,1189.0,592,305,1,0,0,0
Bulls,East,6,2022,0.561,-32.0,0.48,0.369,0.813,1958,3471,1053.0,585,336,2,0,6,0
Nets,East,7,2022,0.537,64.0,0.475,0.361,0.805,2071,3640,1153.0,582,448,0,0,0,0
Timberwolves,West,7,2022,0.561,216.0,0.457,0.358,0.778,2106,3621,1175.0,721,460,1,0,0,0
Pelicans,West,9,2022,0.439,-81.0,0.457,0.332,0.789,2047,3707,1153.0,680,328,0,0,0,0
Hawks,East,9,2022,0.524,128.0,0.47,0.374,0.812,2017,3606,972.0,587,348,1,0,1,0
Bucks,East,1,2023,0.707,298.0,0.473,0.368,0.743,2115,3988,1199.0,521,403,2,1,2,0
Nuggets,West,1,2023,0.646,273.0,0.504,0.379,0.751,2368,3527,1192.0,618,368,1,0,0,1
Grizzlies,West,2,2023,0.622,323.0,0.475,0.351,0.733,2135,3823,1116.0,680,473,2,0,0,0
Celtics,East,2,2023,0.695,535.0,0.475,0.377,0.812,2186,3717,1095.0,521,430,2,1,17,0
Kings,West,3,2023,0.585,217.0,0.494,0.369,0.79,2237,3481,1106.0,574,275,2,0,1,0
76ers,East,3,2023,0.659,354.0,0.487,0.387,0.835,2063,3356,1121.0,635,389,1,0,3,0
Cavaliers,East,4,2023,0.622,441.0,0.488,0.367,0.78,2045,3369,1094.0,586,384,1,1,1,0
Suns,West,4,2023,0.549,170.0,0.467,0.374,0.793,2235,3628,1110.0,585,432,0,1,0,0
Knicks,East,5,2023,0.573,240.0,0.47,0.354,0.761,1880,3821,1065.0,527,340,1,0,2,0
Clippers,West,5,2023,0.537,41.0,0.477,0.381,0.781,1959,3545,1167.0,580,364,1,0,0,0
Warriors,West,6,2023,0.537,148.0,0.479,0.385,0.794,2446,3657,1336.0,588,324,0,3,7,0
Nets,East,6,2023,0.549,70.0,0.487,0.378,0.8,2093,3322,1127.0,585,506,0,0,0,0
Heat,East,7,2023,0.537,-26.0,0.46,0.344,0.831,1955,3329,1106.0,655,243,1,1,3,0
Lakers,West,7,2023,0.524,47.0,0.482,0.346,0.775,2072,3748,1154.0,526,378,1,1,17,0
Hawks,East,8,2023,0.5,24.0,0.483,0.352,0.818,2049,3639,1060.0,580,401,0,0,1,0
Timberwolves,West,8,2023,0.512,-3.0,0.49,0.365,0.755,2145,3435,1258.0,657,444,1,0,0,0
Celtics,East,1,2024,0.78,930.0,0.487,0.388,0.807,2207,3799,979.0,557,538,2,1,17,1
Thunder,West,1,2024,0.695,608.0,0.499,0.389,0.825,2223,3447,1039.0,694,538,1,0,1,0
Nuggets,West,2,2024,0.695,431.0,0.496,0.374,0.762,2415,3643,1036.0,585,456,1,1,1,0
Knicks,East,2,2024,0.61,376.0,0.465,0.369,0.78,1998,3704,1085.0,612,336,1,0,2,0
Bucks,East,3,2024,0.598,215.0,0.487,0.373,0.774,2176,3622,1059.0,558,413,2,1,2,0
Timberwolves,West,3,2024,0.683,529.0,0.485,0.387,0.777,2184,3577,1162.0,647,497,2,0,0,0
Cavaliers,East,4,2024,0.585,198.0,0.479,0.367,0.765,2299,3549,1112.0,605,380,1,0,1,0
Clippers,West,4,2024,0.622,269.0,0.489,0.381,0.825,2097,3523,1078.0,640,413,2,0,0,0
Magic,East,5,2024,0.573,166.0,0.476,0.352,0.759,2023,3469,1206.0,669,423,1,0,0,0
Mavericks,West,5,2024,0.61,181.0,0.481,0.369,0.758,2106,3521,1027.0,563,406,1,0,1,0
Pacers,East,6,2024,0.573,250.0,0.507,0.374,0.782,2522,3405,1059.0,631,481,1,0,0,0
Suns,West,6,2024,0.598,251.0,0.493,0.382,0.808,2218,3614,1221.0,610,492,2,1,0,0
76ers,East,7,2024,0.573,250.0,0.464,0.363,0.826,2041,3522,984.0,694,492,1,0,3,0
Pelicans,West,7,2024,0.598,362.0,0.486,0.383,0.771,2210,3605,1067.0,684,378,0,0,0,0
Lakers,West,8,2024,0.573,49.0,0.499,0.377,0.782,2340,3535,1146.0,605,453,2,1,17,0
Heat,East,8,2024,0.561,144.0,0.465,0.37,0.818,2116,3468,1038.0,617,280,1,2,3,0
